,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PLAYER_ID,PLAYER_NAME,TimeFrame,PTS,AST,REB,PIE,SEASON_ID,ALL_STAR_APPEARANCES
0,1628436,Luke,Kornet,Luke Kornet,"Kornet, Luke",L. Kornet,luke-kornet,1995-07-15T00:00:00,Vanderbilt,USA,Vanderbilt/USA,7-2,250,4,40,Forward-Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,luke_kornet,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1628436,Luke Kornet,career,5.8,1.0,2.6,,12017,0.0
0,2594,Kyle,Korver,Kyle Korver,"Korver, Kyle",K. Korver,kyle-korver,1981-03-17T00:00:00,Creighton,USA,Creighton/USA,6-7,212,17,26,Guard-Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,kyle_korver,2003,2019,N,Y,Y,2003,2,51,2594,Kyle Korver,career,9.7,1.7,3.0,,12003,1.0
0,1629066,Rodions,Kurucs,Rodions Kurucs,"Kurucs, Rodions",R. Kurucs,rodions-kurucs,1998-02-05T00:00:00,,Latvia,FC Barcelona/Latvia,6-9,228,2,,Forward,Inactive,N,0,,,,,rodions_kurucs,2018,2020,Y,Y,Y,2018,2,40,1629066,Rodions Kurucs,career,6.0,0.9,3.1,,12018,0.0
0,1628398,Kyle,Kuzma,Kyle Kuzma,"Kuzma, Kyle",K. Kuzma,kyle-kuzma,1995-07-24T00:00:00,Utah,USA,Utah/USA,6-9,221,4,33,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,kyle_kuzma,2017,2021,N,Y,Y,2017,1,27,1628398,Kyle Kuzma,2021-22,14.3,2.3,13.0,0.129,12017,
0,203897,Zach,LaVine,Zach LaVine,"LaVine, Zach",Z. LaVine,zach-lavine,1995-03-10T00:00:00,UCLA,USA,UCLA/USA,6-5,200,7,8,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,zach_lavine,2014,2021,N,Y,Y,2014,1,13,203897,Zach LaVine,2021-22,25.5,4.8,5.3,0.177,12014,
0,1627746,Skal,Labissiere,Skal Labissiere,"Labissiere, Skal",S. Labissiere,skal-labissiere,1996-03-18T00:00:00,Kentucky,Haiti,Kentucky/Haiti,6-10,235,4,7,Forward-Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,skal_labissiere,2016,2019,Y,Y,Y,2016,1,28,1627746,Skal Labissiere,career,7.2,1.0,4.5,,12016,0.0
0,203087,Jeremy,Lamb,Jeremy Lamb,"Lamb, Jeremy",J. Lamb,jeremy-lamb,1992-05-30T00:00:00,Connecticut,USA,Connecticut/USA,6-5,180,9,26,Guard-Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,jeremy_lamb,2012,2021,Y,Y,Y,2012,1,12,203087,Jeremy Lamb,2021-22,8.8,0.8,2.3,0.062,12012,
0,1629641,Romeo,Langford,Romeo Langford,"Langford, Romeo",R. Langford,romeo-langford,1999-10-25T00:00:00,Indiana,USA,Indiana/USA,6-5,216,2,9,Guard-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,romeo_langford,2019,2021,Y,Y,Y,2019,1,14,1629641,Romeo Langford,2021-22,8.0,0.0,2.5,0.04,12019,
0,1629724,Vic,Law,Vic Law,"Law, Vic",V. Law,vic-law,1995-12-19T00:00:00,Northwestern,USA,Northwestern/USA,6-7,201,1,23,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,vic_law,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629724,Vic Law,career,1.9,0.4,1.4,,12019,0.0
0,1627774,Jake,Layman,Jake Layman,"Layman, Jake",J. Layman,jake-layman,1994-03-07T00:00:00,Maryland,USA,Maryland/USA,6-8,209,5,10,Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jake_layman,2016,2021,Y,Y,Y,2016,2,47,1627774,Jake Layman,2021-22,2.0,0.0,0.0,0.0,12016,
0,1627747,Caris,LeVert,Caris LeVert,"LeVert, Caris",C. LeVert,caris-levert,1994-08-25T00:00:00,Michigan,USA,Michigan/USA,6-6,205,5,22,Guard,Active,N,1610612754,Pacers,IND,pacers,Indiana,caris_levert,2016,2021,N,Y,Y,2016,1,20,1627747,Caris LeVert,2020-21,20.2,5.2,4.6,0.116,22016,
0,1628388,T.J.,Leaf,T.J. Leaf,"Leaf, T.J.",T. Leaf,tj-leaf,1997-04-30T00:00:00,UCLA,USA,UCLA/USA,6-10,222,4,18,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,tj_leaf,2017,2020,Y,Y,Y,2017,1,18,1628388,T.J. Leaf,career,3.3,0.3,1.9,,12017,0.0
0,1629665,Jalen,Lecque,Jalen Lecque,"Lecque, Jalen",J. Lecque,jalen-lecque,2000-06-13T00:00:00,Brewster Academy (NH),USA,Brewster Academy (NH)/USA,6-4,185,2,,Guard,Inactive,N,0,,,,,jalen_lecque,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629665,Jalen Lecque,career,1.7,0.4,0.8,,12019,0.0
0,201584,Courtney,Lee,Courtney Lee,"Lee, Courtney",C. Lee,courtney-lee,1985-10-03T00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-5,215,12,1,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,courtney_lee,2008,2019,Y,Y,Y,2008,1,22,201584,Courtney Lee,career,9.6,1.7,2.6,,12008,0.0
0,1627814,Damion,Lee,Damion Lee,"Lee, Damion",D. Lee,damion-lee,1992-10-21T00:00:00,Drexel,USA,Drexel/USA,6-5,210,4,1,Guard-Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,damion_lee,2017,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1627814,Damion Lee,2021-22,14.3,1.3,2.3,0.094,12016,
0,203458,Alex,Len,Alex Len,"Len, Alex",A. Len,alex-len,1993-06-16T00:00:00,Maryland,Ukraine,Maryland/Ukraine,7-0,250,8,25,Center,Active,Y,1610612758,Kings,SAC,kings,Sacramento,alex_len,2013,2021,N,Y,Y,2013,1,5,203458,Alex Len,2021-22,8.0,0.0,4.0,0.071,12013,
0,202695,Kawhi,Leonard,Kawhi Leonard,"Leonard, Kawhi",K. Leonard,kawhi-leonard,1991-06-29T00:00:00,San Diego State,USA,San Diego State/USA,6-7,225,10,2,Forward,Active,N,1610612746,Clippers,LAC,clippers,LA,kawhi_leonard,2011,2021,N,Y,Y,2011,1,15,202695,Kawhi Leonard,2020-21,24.8,5.2,6.5,0.17,12011,
0,203086,Meyers,Leonard,Meyers Leonard,"Leonard, Meyers",M. Leonard,meyers-leonard,1992-02-27T00:00:00,Illinois,USA,Illinois/USA,7-0,260,8,,Forward-Center,Inactive,N,0,,,,,meyers_leonard,2012,2020,N,Y,Y,2012,1,11,203086,Meyers Leonard,career,5.6,0.9,3.9,,12012,0.0
0,203081,Damian,Lillard,Damian Lillard,"Lillard, Damian",D. Lillard,damian-lillard,1990-07-15T00:00:00,Weber State,USA,Weber State/USA,6-2,195,9,0,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,damian_lillard,2012,2021,N,Y,Y,2012,1,6,203081,Damian Lillard,2021-22,17.0,7.3,3.3,0.092,12012,
0,1629642,Nassir,Little,Nassir Little,"Little, Nassir",N. Little,nassir-little,2000-02-11T00:00:00,North Carolina,USA,North Carolina/USA,6-5,220,2,9,Forward-Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,nassir_little,2019,2021,N,Y,Y,2019,1,25,1629642,Nassir Little,2021-22,9.3,1.0,4.7,0.078,12019,
0,1626172,Kevon,Looney,Kevon Looney,"Looney, Kevon",K. Looney,kevon-looney,1996-02-06T00:00:00,UCLA,USA,UCLA/USA,6-9,222,6,5,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,kevon_looney,2015,2021,Y,Y,Y,2015,1,30,1626172,Kevon Looney,2021-22,6.5,0.8,5.8,0.104,22015,
0,201572,Brook,Lopez,Brook Lopez,"Lopez, Brook",B. Lopez,brook-lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,7-0,282,13,11,Center,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,brook_lopez,2008,2021,N,Y,Y,2008,1,10,201572,Brook Lopez,2021-22,8.0,0.0,5.0,0.044,12008,
0,201577,Robin,Lopez,Robin Lopez,"Lopez, Robin",R. Lopez,robin-lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,7-0,281,13,33,Center,Active,Y,1610612753,Magic,ORL,magic,Orlando,robin_lopez,2008,2021,N,Y,Y,2008,1,15,201577,Robin Lopez,2021-22,5.5,0.5,3.0,0.109,12008,
0,201567,Kevin,Love,Kevin Love,"Love, Kevin",K. Love,kevin-love,1988-09-07T00:00:00,UCLA,USA,UCLA/USA,6-8,251,13,0,Forward-Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,kevin_love,2008,2021,N,Y,Y,2008,1,5,201567,Kevin Love,2021-22,11.0,2.8,6.5,0.149,12008,
0,200768,Kyle,Lowry,Kyle Lowry,"Lowry, Kyle",K. Lowry,kyle-lowry,1986-03-25T00:00:00,Villanova,USA,Villanova/USA,6-0,196,15,7,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,kyle_lowry,2006,2021,N,Y,Y,2006,1,24,200768,Kyle Lowry,2021-22,7.0,7.0,1.5,0.044,12006,
0,1627789,Timothe,Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,"Luwawu-Cabarrot, Timothe",T. Luwawu-Cabarrot,timothe-luwawu-cabarrot,1995-05-09T00:00:00,Mega Basket,France,Mega Basket/France,6-7,215,5,7,Guard-Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,timothe_luwawu-cabarrot,2016,2021,Y,Y,Y,2016,1,24,1627789,Timothe Luwawu-Cabarrot,2021-22,0.0,0.5,1.0,-0.03,12016,
0,1626168,Trey,Lyles,Trey Lyles,"Lyles, Trey",T. Lyles,trey-lyles,1995-11-05T00:00:00,Kentucky,Canada,Kentucky/Canada,6-9,234,6,8,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,trey_lyles,2015,2021,N,Y,Y,2015,1,12,1626168,Trey Lyles,2021-22,8.0,1.0,5.0,0.143,12015,
0,1629133,Daryl,Macon,Daryl Macon,"Macon, Daryl",D. Macon,daryl-macon,1995-11-29T00:00:00,Arkansas,USA,Arkansas/USA,6-2,185,1,,Guard,Inactive,N,0,,,,,daryl_macon,2018,2019,Y,Y,Y,2018,,,1629133,Daryl Macon,career,2.7,0.7,1.0,,12018,0.0
0,203705,Josh,Magette,Josh Magette,"Magette, Josh",J. Magette,josh-magette,1989-11-28T00:00:00,Alabama Huntsville,USA,Alabama-Huntsville/USA,6-1,160,1,,Guard,Inactive,N,0,,,,,josh_magette,2017,2019,Y,Y,Y,2012,0,0,203705,Josh Magette,career,2.2,2.4,1.0,,12016,0.0
0,101133,Ian,Mahinmi,Ian Mahinmi,"Mahinmi, Ian",I. Mahinmi,ian-mahinmi,1986-11-05T00:00:00,,France,Pau Orthez/France,6-11,262,12,28,Center,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,ian_mahinmi,2007,2019,Y,Y,Y,2005,1,28,101133,Ian Mahinmi,career,5.2,0.6,4.4,,12007,0.0
0,1627748,Thon,Maker,Thon Maker,"Maker, Thon",T. Maker,thon-maker,1997-02-25T00:00:00,,South Sudan,Athlete Institute Prep/South Sudan,7-0,221,4,,Forward-Center,Inactive,N,0,,,,,thon_maker,2016,2020,N,Y,Y,2016,1,10,1627748,Thon Maker,career,4.6,0.6,2.8,,12016,0.0
0,1629611,Terance,Mann,Terance Mann,"Mann, Terance",T. Mann,terance-mann,1996-10-18T00:00:00,Florida State,USA,Florida State/USA,6-5,215,2,14,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,terance_mann,2019,2021,Y,Y,Y,2019,2,48,1629611,Terance Mann,2021-22,9.0,3.7,7.0,0.123,12019,
0,1626246,Boban,Marjanovic,Boban Marjanovic,"Marjanovic, Boban",B. Marjanovic,boban-marjanovic,1988-08-15T00:00:00,Crvena zvezda,Serbia,Crvena zvezda/Serbia,7-3,290,6,51,Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,boban_marjanovic,2015,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1626246,Boban Marjanovic,2021-22,11.0,1.0,4.0,0.274,12015,
0,1628374,Lauri,Markkanen,Lauri Markkanen,"Markkanen, Lauri",L. Markkanen,lauri-markkanen,1997-05-22T00:00:00,Arizona,Finland,Arizona/Finland,6-11,240,4,24,Forward-Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,lauri_markkanen,2017,2021,N,Y,Y,2017,1,7,1628374,Lauri Markkanen,2021-22,11.8,2.0,6.5,0.08,12017,
0,1628997,Caleb,Martin,Caleb Martin,"Martin, Caleb",C. Martin,caleb-martin,1995-09-28T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-5,205,2,16,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,caleb_martin,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1628997,Caleb Martin,2021-22,5.0,0.0,1.0,0.175,12019,
0,1628998,Cody,Martin,Cody Martin,"Martin, Cody",C. Martin,cody-martin,1995-09-28T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-6,205,2,11,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,cody_martin,2019,2021,Y,Y,Y,2019,2,36,1628998,Cody Martin,2021-22,8.8,1.8,5.0,0.089,12019,
0,1629725,Jeremiah,Martin,Jeremiah Martin,"Martin, Jeremiah",J. Martin,jeremiah-martin,1996-06-19T00:00:00,Memphis,USA,Memphis/USA,6-2,185,2,3,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,jeremiah_martin,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629725,Jeremiah Martin,career,4.8,1.2,0.9,,12019,0.0
0,1629103,Kelan,Martin,Kelan Martin,"Martin, Kelan",K. Martin,kelan-martin,1995-08-03T00:00:00,Butler,USA,Butler/USA,6-5,230,2,21,Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,kelan_martin,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629103,Kelan Martin,2020-21,4.5,0.5,2.2,0.099,12019,
0,1628412,Frank,Mason,Frank Mason,"Mason, Frank",F. Mason,frank-mason,1994-04-03T00:00:00,Kansas,USA,Kansas/USA,5-11,190,4,,Guard,Inactive,N,0,,,,,frank_mason,2017,2020,Y,Y,Y,2017,2,34,1628412,Frank Mason,career,6.7,2.6,2.0,,12017,0.0
0,1629726,Garrison,Mathews,Garrison Mathews,"Mathews, Garrison",G. Mathews,garrison-mathews,1996-10-24T00:00:00,Lipscomb,USA,Lipscomb/USA,6-5,215,2,24,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,garrison_mathews,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629726,Garrison Mathews,2020-21,5.5,0.4,1.4,0.052,12019,
0,202083,Wesley,Matthews,Wesley Matthews,"Matthews, Wesley",W. Matthews,wesley-matthews,1986-10-14T00:00:00,Marquette,USA,Marquette/USA,6-4,220,12,9,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,wesley_matthews,2009,2020,N,Y,Y,Undrafted,Undrafted,Undrafted,202083,Wesley Matthews,career,12.6,2.1,2.9,,12009,0.0
0,1627775,Patrick,McCaw,Patrick McCaw,"McCaw, Patrick",P. McCaw,patrick-mccaw,1995-10-25T00:00:00,UNLV,USA,UNLV/USA,6-7,181,4,,Guard,Inactive,N,0,,,,,patrick_mccaw,2016,2020,Y,Y,Y,2016,2,38,1627775,Patrick McCaw,career,3.8,1.4,1.6,,12016,0.0
0,203468,CJ,McCollum,CJ McCollum,"McCollum, CJ",C. McCollum,cj-mccollum,1991-09-19T00:00:00,Lehigh,USA,Lehigh/USA,6-3,190,8,3,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,cj_mccollum,2013,2021,Y,Y,Y,2013,1,10,203468,CJ McCollum,2021-22,27.3,3.3,4.3,0.15,22013,
0,204456,T.J.,McConnell,T.J. McConnell,"McConnell, T.J.",T. McConnell,tj-mcconnell,1992-03-25T00:00:00,Arizona,USA,Arizona/USA,6-1,190,6,9,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,t.j._mcconnell,2015,2021,N,Y,Y,2015,0,,204456,T.J. McConnell,2021-22,6.5,5.0,2.8,0.092,12015,
0,1629667,Jalen,McDaniels,Jalen McDaniels,"McDaniels, Jalen",J. McDaniels,jalen-mcdaniels,1998-01-31T00:00:00,San Diego State,USA,San Diego State/USA,6-9,205,2,6,Forward-Center,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,jalen_mcdaniels,2019,2021,Y,Y,Y,2019,2,52,1629667,Jalen McDaniels,2021-22,5.3,0.8,1.5,0.102,12019,
0,203926,Doug,McDermott,Doug McDermott,"McDermott, Doug",D. McDermott,doug-mcdermott,1992-01-03T00:00:00,Creighton,USA,Creighton/USA,6-7,225,7,17,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,doug_mcdermott,2014,2021,N,Y,Y,2014,1,11,203926,Doug McDermott,2021-22,11.5,0.8,2.0,0.082,12014,
0,201580,JaVale,McGee,JaVale McGee,"McGee, JaVale",J. McGee,javale-mcgee,1988-01-19T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,7-0,270,13,00,Center-Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,javale_mcgee,2008,2021,N,Y,Y,2008,1,18,201580,JaVale McGee,2021-22,9.0,0.0,5.3,0.131,12008,
0,203585,Rodney,McGruder,Rodney McGruder,"McGruder, Rodney",R. McGruder,rodney-mcgruder,1991-07-29T00:00:00,Kansas State,USA,Kansas State/USA,6-4,205,5,17,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,rodney_mcgruder,2016,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,203585,Rodney McGruder,2021-22,1.5,0.5,1.0,0.242,12013,
0,1628035,Alfonzo,McKinnie,Alfonzo McKinnie,"McKinnie, Alfonzo",A. McKinnie,alfonzo-mckinnie,1992-09-17T00:00:00,Wisc.-Green Bay,USA,Wisconsin-Green Bay/USA,6-7,215,4,28,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,alfonzo_mckinnie,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1628035,Alfonzo McKinnie,career,4.0,0.3,2.6,,12017,0.0
0,1629162,Jordan,McLaughlin,Jordan McLaughlin,"McLaughlin, Jordan",J. McLaughlin,jordan-mclaughlin,1996-04-09T00:00:00,Southern California,USA,Southern California/USA,5-11,185,2,6,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jordan_mclaughlin,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629162,Jordan McLaughlin,2021-22,3.0,2.7,1.7,0.114,12018,
0,203463,Ben,McLemore,Ben McLemore,"McLemore, Ben",B. McLemore,ben-mclemore,1993-02-11T00:00:00,Kansas,USA,Kansas/USA,6-3,195,8,23,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,ben_mclemore,2013,2021,Y,Y,Y,2013,1,7,203463,Ben McLemore,2021-22,5.0,0.5,0.0,0.093,12013,
0,203895,Jordan,McRae,Jordan McRae,"McRae, Jordan",J. McRae,jordan-mcrae,1991-03-28T00:00:00,Tennessee,USA,Tennessee/USA,6-5,179,4,52,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,jordan_mcrae,2015,2019,Y,Y,Y,2014,2,58,203895,Jordan McRae,career,6.9,1.4,1.8,,12015,0.0
0,1629740,Nicolo,Melli,Nicolo Melli,"Melli, Nicolo",N. Melli,nicolo-melli,1991-01-26T00:00:00,Fenerbahce,Italy,Fenerbahce/Italy,6-9,236,2,44,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,nicolo_melli,2019,2020,N,Y,Y,Undrafted,Undrafted,Undrafted,1629740,Nicolo Melli,career,5.0,1.2,2.9,,12019,0.0
0,1629001,De'Anthony,Melton,De'Anthony Melton,"Melton, De'Anthony",D. Melton,deanthony-melton,1998-05-28T00:00:00,Southern California,USA,Southern California/USA,6-2,200,3,0,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,deanthony_melton,2018,2021,Y,Y,Y,2018,2,46,1629001,De'Anthony Melton,2021-22,18.3,2.7,4.7,0.108,12018,
0,1629002,Chimezie,Metu,Chimezie Metu,"Metu, Chimezie",C. Metu,chimezie-metu,1997-03-22T00:00:00,Southern California,USA,Southern California/USA,6-9,225,3,7,Forward-Center,Active,Y,1610612758,Kings,SAC,kings,Sacramento,chimezie_metu,2018,2021,Y,Y,Y,2018,2,49,1629002,Chimezie Metu,2020-21,6.3,0.8,3.1,0.083,12018,
0,203114,Khris,Middleton,Khris Middleton,"Middleton, Khris",K. Middleton,khris-middleton,1991-08-12T00:00:00,Texas A&M,USA,Texas A&M/USA,6-7,222,9,22,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,khris_middleton,2012,2021,Y,Y,Y,2012,2,39,203114,Khris Middleton,2021-22,21.3,4.3,4.5,0.126,12012,
0,101139,CJ,Miles,CJ Miles,"Miles, CJ",C. Miles,cj-miles,1987-03-18T00:00:00,No College,USA,Skyline HS (TX)/USA,6-6,220,14,,Guard,Inactive,N,0,,,,,cj_miles,2005,2019,Y,Y,Y,2005,2,34,101139,CJ Miles,career,9.6,1.1,2.4,,12005,0.0
0,203121,Darius,Miller,Darius Miller,"Miller, Darius",D. Miller,darius-miller,1990-03-21T00:00:00,Kentucky,USA,Kentucky/USA,6-6,225,5,,Forward,Inactive,N,0,,,,,darius_miller,2012,2020,Y,Y,Y,2012,2,46,203121,Darius Miller,career,5.9,1.4,1.6,,12012,0.0
0,1626259,Malcolm,Miller,Malcolm Miller,"Miller, Malcolm",M. Miller,malcolm-miller,1993-03-06T00:00:00,Holy Cross,USA,Holy Cross/USA,6-7,210,3,13,Guard-Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,malcolm_miller,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1626259,Malcolm Miller,career,2.0,0.3,0.7,,12015,0.0
0,201988,Patty,Mills,Patty Mills,"Mills, Patty",P. Mills,patty-mills,1988-08-11T00:00:00,St.Mary's College of California,Australia,St.Mary's College of California/Australia,6-0,180,12,8,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,patty_mills,2009,2021,Y,Y,Y,2009,2,55,201988,Patty Mills,2021-22,14.5,2.3,2.5,0.11,22009,
0,200794,Paul,Millsap,Paul Millsap,"Millsap, Paul",P. Millsap,paul-millsap,1985-02-10T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-7,257,15,31,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,paul_millsap,2006,2021,N,Y,Y,2006,2,47,200794,Paul Millsap,2021-22,3.0,1.3,3.3,0.107,12006,
0,1629003,Shake,Milton,Shake Milton,"Milton, Shake",S. Milton,shake-milton,1996-09-26T00:00:00,Southern Methodist,USA,Southern Methodist/USA,6-5,205,3,18,Guard-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,shake_milton,2018,2021,Y,Y,Y,2018,2,54,1629003,Shake Milton,2020-21,13.0,3.1,2.3,0.101,12018,
0,1628378,Donovan,Mitchell,Donovan Mitchell,"Mitchell, Donovan",D. Mitchell,donovan-mitchell,1996-09-07T00:00:00,Louisville,USA,Louisville/USA,6-1,215,4,45,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,donovan_mitchell,2017,2021,N,Y,Y,2017,1,13,1628378,Donovan Mitchell,2021-22,21.7,4.7,3.3,0.097,12017,
0,1628513,Naz,Mitrou-Long,Naz Mitrou-Long,"Mitrou-Long, Naz",N. Mitrou-Long,naz-mitrou-long,1993-08-03T00:00:00,Iowa State,Canada,Iowa State/Canada,6-3,218,3,15,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,naz_mitrou-long,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1628513,Naz Mitrou-Long,career,1.7,1.2,0.7,,12017,0.0
0,1629690,Adam,Mokoka,Adam Mokoka,"Mokoka, Adam",A. Mokoka,adam-mokoka,1998-07-18T00:00:00,Mega Basket,France,Mega Basket/France,6-4,190,2,20,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,adam_mokoka,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629690,Adam Mokoka,career,1.9,0.4,0.6,,12019,0.0
0,1628370,Malik,Monk,Malik Monk,"Monk, Malik",M. Monk,malik-monk,1998-02-04T00:00:00,Kentucky,USA,Kentucky/USA,6-3,200,4,11,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,malik_monk,2017,2021,Y,Y,Y,2017,1,11,1628370,Malik Monk,2021-22,10.5,2.3,1.8,0.097,12017,
0,1629760,Matt,Mooney,Matt Mooney,"Mooney, Matt",M. Mooney,matt-mooney,1997-02-07T00:00:00,Texas Tech,USA,Texas Tech/USA,6-2,199,1,31,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,matt_mooney,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629760,Matt Mooney,career,0.5,0.3,0.8,,12019,0.0
0,202734,E'Twaun,Moore,E'Twaun Moore,"Moore, E'Twaun",E. Moore,etwaun-moore,1989-02-25T00:00:00,Purdue,USA,Purdue/USA,6-3,191,10,55,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,e'twaun_moore,2011,2021,N,Y,Y,2011,2,55,202734,E'Twaun Moore,2020-21,4.9,1.5,1.7,0.064,12011,
0,1629630,Ja,Morant,Ja Morant,"Morant, Ja",J. Morant,ja-morant,1999-08-10T00:00:00,Murray State,USA,Murray State/USA,6-3,174,2,12,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,ja_morant,2019,2021,N,Y,Y,2019,1,2,1629630,Ja Morant,2021-22,35.0,8.0,3.7,0.17,12019,
0,1629752,Juwan,Morgan,Juwan Morgan,"Morgan, Juwan",J. Morgan,juwan-morgan,1997-04-17T00:00:00,Indiana,USA,Indiana/USA,6-7,232,2,16,Forward,Inactive,Y,1610612762,Jazz,UTA,jazz,Utah,juwan_morgan,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629752,Juwan Morgan,career,1.4,0.3,1.1,,12019,0.0
0,202693,Markieff,Morris,Markieff Morris,"Morris, Markieff",M. Morris,markieff-morris,1989-09-02T00:00:00,Kansas,USA,Kansas/USA,6-9,245,10,8,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,markieff_morris,2011,2021,N,Y,Y,2011,1,13,202693,Markieff Morris,2021-22,9.0,1.0,2.7,0.049,12011,
